sep=,
AFV[Project Number],AFV[Project Name],AFV[Client],AFV[Probability],AFV[Business],AFV[Discipline],AFV[Business Code],AFV[Discipline Code],AFV[Next Sequence Number],AFV[Work Order Name],AFV[Work Order Type],AFV[Internal/External],AFV[Original Scope / Change],AFV[Start Date],AFV[End Date],AFV[InoEngineering AFV Revenue],AFV[InoSurveying AFV Revenue],AFV[Project Key],AFV[Work Order Title],AFV[Initial Value],AFV[Order Value],AFV[Cumulative Value],AFV[Value to Complete],AFV[Cost to Date],AFV[Manual Cost Adjustment],AFV[Anticipated Final Cost (EV)],AFV[Forecast Profit],AFV[Profit Margin],AFV[Link]
240025,Victoria North,BAM,1,InoSurveying,Topographical Surveys (inlc. UAV),2,2,1,240025 - Victoria North MonitoringSite Friday Night,Fixed Fee,Internal,Original Scope,20/08/2025,31/12/2025,0,0,240025,240025 - Victoria North MonitoringSite Friday Night,4812.19,4812.19,4812.19,0,290.4863956,0,290.4863956,4521.703604,0.9396353021065555,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240025 BAMS - Victoria North Monitoring/02_Commercial/00_AFV/240025_Project_Dashboard.xlsx
240025,Victoria North,BAM,1,InoSurveying,Administration,2,0,1,240025 - Victoria North MonitoringGeneral Office / Admin,Fixed Fee,Internal,Original Scope,20/08/2025,31/12/2025,0,0,240025,240025 - Victoria North MonitoringGeneral Office / Admin,,0,0,0,61.06533428,0,61.06533428,-61.06533428,0,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240025 BAMS - Victoria North Monitoring/02_Commercial/00_AFV/240025_Project_Dashboard.xlsx
240027,Wembley Dilapidation Survey,Regal London,1,InoSurveying,Surveying Project Management,2,0,1,240027 - High Road Wembley - Dilapidation SurveyProject Meeting,Fixed Fee,Internal,Original Scope,10/09/2025,31/12/2025,0,0,240027,240027 - High Road Wembley - Dilapidation SurveyProject Meeting,2000,2000,2000,0,730.5761964,0,730.5761964,1269.423804,0.6347119018069207,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240027 Regal London - High Road Wembley - Dilapidation Survey/02_Commercial/00_AFV/240027_Project_Dashboard.xlsx
240027,Wembley Dilapidation Survey,Regal London,1,InoSurveying,Topographical Surveys (inlc. UAV),2,2,1,240027 - High Road Wembley - Dilapidation SurveySite Weekend,Fixed Fee,Internal,Original Scope,10/09/2025,31/12/2025,0,0,240027,240027 - High Road Wembley - Dilapidation SurveySite Weekend,10807.68,10807.68,10807.68,0,2783.940987,0,2783.940987,8023.739013,0.7424108609239286,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240027 Regal London - High Road Wembley - Dilapidation Survey/02_Commercial/00_AFV/240027_Project_Dashboard.xlsx
240027,Wembley Dilapidation Survey,Regal London,1,InoSurveying,Processing,2,1,1,240027 - High Road Wembley - Dilapidation SurveySurvey Processing,Fixed Fee,Internal,Original Scope,10/09/2025,31/12/2025,0,0,240027,240027 - High Road Wembley - Dilapidation SurveySurvey Processing,7102,7102,7102,0,1489.881309,0,1489.881309,5612.118691,0.7902166560045036,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240027 Regal London - High Road Wembley - Dilapidation Survey/02_Commercial/00_AFV/240027_Project_Dashboard.xlsx
240027,Wembley Dilapidation Survey,Regal London,1,InoSurveying,Travel,2,7,1,240027 - High Road Wembley - Dilapidation SurveySurvey Travel,Fixed Fee,Internal,Original Scope,10/09/2025,31/12/2025,0,0,240027,240027 - High Road Wembley - Dilapidation SurveySurvey Travel,500,500,500,0,864.7089428,0,864.7089428,-364.7089428,-0.7294178856211613,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240027 Regal London - High Road Wembley - Dilapidation Survey/02_Commercial/00_AFV/240027_Project_Dashboard.xlsx
240027,Wembley Dilapidation Survey,Regal London,1,InoSurveying,"Materials, Expenses, Accommodation",2,6,1,240027-Regal London-26001-Disbursements,Fixed Fee,Internal,Original Scope,10/09/2025,31/12/2025,0,0,240027,Disbursements,87957.5,87957.5,87957.5,0,1540,0,1540,86417.5,0.9824915442116932,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240027 Regal London - High Road Wembley - Dilapidation Survey/02_Commercial/00_AFV/240027_Project_Dashboard.xlsx
240097,Drigg Station Asset Survey,Volker,1,InoSurveying,Travel,2,7,1,P-240097 - Drigg Asset SurveySurvey Travel,Fixed Fee,Internal,Original Scope,04/07/2025,31/12/2025,0,0,240097,P-240097 - Drigg Asset SurveySurvey Travel,166,166,166,0,569.4424745,0,569.4424745,-403.4424745,-2.4303763526132354,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240097 Volker Rail - Drigg Station Asset Survey/02_Commercial/00_AFV/240097_Project_Dashboard.xlsx
240097,Drigg Station Asset Survey,Volker,1,InoSurveying,Topographical Surveys (inlc. UAV),2,2,1,P-240097 - Drigg Asset SurveySurvey Site Work,Fixed Fee,Internal,Original Scope,04/07/2025,31/12/2025,0,0,240097,P-240097 - Drigg Asset SurveySurvey Site Work,2842,2842,2842,0,885.7994048,0,885.7994048,1956.200595,0.6883182952743311,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240097 Volker Rail - Drigg Station Asset Survey/02_Commercial/00_AFV/240097_Project_Dashboard.xlsx
240097,Drigg Station Asset Survey,Volker,1,InoSurveying,Processing,2,1,1,P-240097 - Drigg Asset SurveySurvey Processing,Fixed Fee,Internal,Original Scope,04/07/2025,31/12/2025,0,0,240097,P-240097 - Drigg Asset SurveySurvey Processing,254.5,254.5,254.5,0,822.8445303,0,822.8445303,-568.3445303,-2.2331808654931433,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240097 Volker Rail - Drigg Station Asset Survey/02_Commercial/00_AFV/240097_Project_Dashboard.xlsx
240098,Drainage CP7 Yr 2,CRSA,1,InoSurveying,Travel,2,7,1,240098 - CRSA Drainage CP7 Yr2Survey Travel,Fixed Fee,Internal,Original Scope,28/10/2025,31/12/2025,0,0,240098,Survey_Travel,,0,0,0,7812.464578,0,7812.464578,-7812.464578,0,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240098 CRSA - CRSA Drainage CP7 Yr2/02_Commercial/00_AFV/240098_Project_Dashboard.xlsx
240098,Drainage CP7 Yr 2,CRSA,1,InoSurveying,Topographical Surveys (inlc. UAV),2,2,1,240098 - CRSA Drainage CP7 Yr2Site Weekend,Fixed Fee,Internal,Original Scope,28/10/2025,31/12/2025,0,0,240098,Site_Weekend,,0,0,0,15051.74105,0,15051.74105,-15051.74105,0,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240098 CRSA - CRSA Drainage CP7 Yr2/02_Commercial/00_AFV/240098_Project_Dashboard.xlsx
240098,Drainage CP7 Yr 2,CRSA,1,InoSurveying,Processing,2,1,1,240098 - CRSA Drainage CP7 Yr2Survey Processing,Fixed Fee,Internal,Original Scope,28/10/2025,31/12/2025,0,0,240098,Survey_Processing,,0,0,0,29789.74033,0,29789.74033,-29789.74033,0,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240098 CRSA - CRSA Drainage CP7 Yr2/02_Commercial/00_AFV/240098_Project_Dashboard.xlsx
240102,Oakhampton,Octavius,1,InoSurveying,Civils & Geotech,2,2,1,240102 - OkehamptonDesign Alignment,Fixed Fee,Internal,Original Scope,03/06/2025,31/12/2025,0,0,240102,240102 - OkehamptonDesign Alignment,200,200,200,0,182.6440491,0,182.6440491,17.3559509,0.08677975451730191,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240102 Octavius - Okehampton/02_Commercial/00_AFV/240102_Project_Dashboard.xlsx
240102,Oakhampton,Octavius,1,InoSurveying,Miscellaneous,2,3,1,240102 - Okehamptonn/a,Fixed Fee,Internal,Original Scope,03/06/2025,31/12/2025,0,0,240102,240102 - Okehamptonn/a,1594.3,1594.3,1594.3,0,231.1069283,0,231.1069283,1363.193072,0.8550417560597272,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240102 Octavius - Okehampton/02_Commercial/00_AFV/240102_Project_Dashboard.xlsx
240138,HS2 Walkways,Vextrix,1,InoSurveying,Travel,2,7,1,240138 - HS2 WalkwaysSurvey Travel,Fixed Fee,Internal,Original Scope,04/07/2025,31/12/2025,0,0,240138,240138 - HS2 WalkwaysSurvey Travel,1000,1000,1000,0,878.6286477,0,878.6286477,121.3713523,0.12137135225637098,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240138 Vextrix - HS2 Walkways/02_Commercial/00_AFV/240138_Project_Dashboard.xlsx
240138,HS2 Walkways,Vextrix,1,InoSurveying,Processing,2,1,1,240138 - HS2 WalkwaysSurvey Processing,Fixed Fee,Internal,Original Scope,04/07/2025,31/12/2025,0,0,240138,240138 - HS2 WalkwaysSurvey Processing,3000,3000,3000,0,1885.685382,0,1885.685382,1114.314618,0.37143820604527406,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240138 Vextrix - HS2 Walkways/02_Commercial/00_AFV/240138_Project_Dashboard.xlsx
240138,HS2 Walkways,Vextrix,1,InoSurveying,Administration,2,0,1,240138 - HS2 WalkwaysMeetings,Fixed Fee,Internal,Original Scope,04/07/2025,31/12/2025,0,0,240138,240138 - HS2 WalkwaysMeetings,500,500,500,0,42.18092404,0,42.18092404,457.819076,0.915638151920919,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240138 Vextrix - HS2 Walkways/02_Commercial/00_AFV/240138_Project_Dashboard.xlsx
240138,HS2 Walkways,Vextrix,1,InoSurveying,Civils & Geotech,2,2,1,240138 - HS2 WalkwaysDesign Check,Fixed Fee,Internal,Original Scope,04/07/2025,31/12/2025,0,0,240138,240138 - HS2 WalkwaysDesign Check,500,500,500,0,126.5427721,0,126.5427721,373.4572279,0.746914455762757,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240138 Vextrix - HS2 Walkways/02_Commercial/00_AFV/240138_Project_Dashboard.xlsx
240159,Landport Viaduct,Sonic Rail,1,InoSurveying,Topographical Surveys (inlc. UAV),2,2,1,240159 - Landport Viaduct (Portsmouth)Site Weekend,Fixed Fee,Internal,Original Scope,09/09/2025,31/12/2025,0,0,240159,Site_Weekend,7220.67,7220.67,7220.67,0,632.7138606,0,632.7138606,6587.956139,0.9123746327427915,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240159 Sonic Rail - Landport Viaduct/02_Commercial/00_AFV/240159_Project_Dashboard.xlsx
240159,Landport Viaduct,Sonic Rail,1,InoSurveying,Processing,2,1,1,240159 - Landport Viaduct (Portsmouth)Survey Processing,Fixed Fee,Internal,Original Scope,09/09/2025,31/12/2025,0,0,240159,Survey_Processing,1999,1999,1999,0,3172.309069,0,3172.309069,-1173.309069,-0.5869480084554703,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240159 Sonic Rail - Landport Viaduct/02_Commercial/00_AFV/240159_Project_Dashboard.xlsx
240159,Landport Viaduct,Sonic Rail,1,InoSurveying,Travel,2,7,1,240159 - Landport Viaduct (Portsmouth)Survey Travel,Fixed Fee,Internal,Original Scope,09/09/2025,31/12/2025,0,0,240159,Survey_Travel,100,100,100,0,2018.067274,0,2018.067274,-1918.067274,-19.180672736188097,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240159 Sonic Rail - Landport Viaduct/02_Commercial/00_AFV/240159_Project_Dashboard.xlsx
240189,Window Sampling - Euston to Crew,CRSA,1,InoSurveying,Topographical Surveys (inlc. UAV),2,2,1,240189 - Euston to CreweSite Weekend,Fixed Fee,Internal,Original Scope,29/07/2025,31/12/2025,0,0,240189,240189 - Euston to CreweSite Weekend,1895.14,1895.14,1895.14,0,484.1439926,0,484.1439926,1410.996007,0.7445339169702015,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240189 CRSA - Window Sampling - Euston to Crewe/02_Commercial/00_AFV/240189_Project_Dashboard.xlsx
240189,Window Sampling - Euston to Crew,CRSA,1,InoSurveying,Processing,2,1,1,240189 - Euston to CreweSurvey Processing,Fixed Fee,Internal,Original Scope,29/07/2025,31/12/2025,0,0,240189,240189 - Euston to CreweSurvey Processing,535.8,535.8,535.8,0,411.4222651,0,411.4222651,124.3777349,0.23213463020902853,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240189 CRSA - Window Sampling - Euston to Crewe/02_Commercial/00_AFV/240189_Project_Dashboard.xlsx
240189,Window Sampling - Euston to Crew,CRSA,1,InoSurveying,Travel,2,7,1,240189 - Euston to CreweSurvey Travel,Fixed Fee,Internal,Original Scope,29/07/2025,31/12/2025,0,0,240189,240189 - Euston to CreweSurvey Travel,132,132,132,0,1128.391395,0,1128.391395,-996.3913949,-7.548419658495685,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240189 CRSA - Window Sampling - Euston to Crewe/02_Commercial/00_AFV/240189_Project_Dashboard.xlsx
240198,WOC AP2 - RRAP Compound,Network Rail,1,InoSurveying,Topographical Surveys (inlc. UAV),2,2,1,P-240198 - WOC SP2 - RRAP CompoundSite Weekend,Fixed Fee,Internal,Original Scope,30/10/2025,31/12/2025,0,0,240198,Site_Weekend,382,382,382,0,1024.291284,0,1024.291284,-642.2912837,-1.6813907950231797,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240198 Network Rail - WOC AP2 - RRAP Compound/02_Commercial/00_AFV/240198_Project_Dashboard.xlsx
240198,WOC AP2 - RRAP Compound,Network Rail,1,InoSurveying,Processing,2,1,1,P-240198 - WOC SP2 - RRAP CompoundSurvey Processing,Fixed Fee,Internal,Original Scope,30/10/2025,31/12/2025,0,0,240198,Survey_Processing,919,919,919,0,1155.534642,0,1155.534642,-236.5346416,-0.25738263500531433,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240198 Network Rail - WOC AP2 - RRAP Compound/02_Commercial/00_AFV/240198_Project_Dashboard.xlsx
240198,WOC AP2 - RRAP Compound,Network Rail,1,InoSurveying,"Materials, Expenses, Accommodation",2,6,1,P-240198 - WOC SP2 - RRAP CompoundSurvey Travel,Fixed Fee,Internal,Original Scope,30/10/2025,31/12/2025,0,0,240198,Survey_Travel,245,245,245,0,839.116535,0,839.116535,-594.116535,-2.424965449182324,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240198 Network Rail - WOC AP2 - RRAP Compound/02_Commercial/00_AFV/240198_Project_Dashboard.xlsx
240235,MND0035 Greenfold Bridge,AMCO,1,InoSurveying,Topographical Surveys (inlc. UAV),2,2,1,240235 - MND0035 Greenfold BridgeSurvey Site Work,Fixed Fee,Internal,Original Scope,13/06/2025,31/12/2025,0,0,240235,240235 - MND0035 Greenfold BridgeSurvey Site Work,1232.27,1232.27,1232.27,0,575.4330079,0,575.4330079,656.8369921,0.5330300925232454,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240235 AMCO - MND0035 Greenfold Bridge/02_Commercial/00_AFV/240235_Project_Dashboard.xlsx
240235,MND0035 Greenfold Bridge,AMCO,1,InoSurveying,Processing,2,1,1,240235 - MND0035 Greenfold BridgeSurvey Processing,Fixed Fee,Internal,Original Scope,13/06/2025,31/12/2025,0,0,240235,240235 - MND0035 Greenfold BridgeSurvey Processing,702,702,702,0,674.8947846,0,674.8947846,27.10521537,0.03861141790221034,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240235 AMCO - MND0035 Greenfold Bridge/02_Commercial/00_AFV/240235_Project_Dashboard.xlsx
240235,MND0035 Greenfold Bridge,AMCO,1,InoSurveying,"Materials, Expenses, Accommodation",2,6,1,240235 - MND0035 Greenfold BridgeSurvey Travel,Fixed Fee,Internal,Original Scope,13/06/2025,31/12/2025,0,0,240235,240235 - MND0035 Greenfold BridgeSurvey Travel,150,150,150,0,219.6836999,0,219.6836999,-69.6836999,-0.4645579993021329,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240235 AMCO - MND0035 Greenfold Bridge/02_Commercial/00_AFV/240235_Project_Dashboard.xlsx
240235,MND0035 Greenfold Bridge,AMCO,1,InoSurveying,Travel,2,7,1,240235 - MND0035 Greenfold BridgeTravel Weekend,Fixed Fee,Internal,Original Scope,13/06/2025,31/12/2025,0,0,240235,240235 - MND0035 Greenfold BridgeTravel Weekend,150,150,150,0,45.79900071,0,45.79900071,104.2009993,0.6946733285894034,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240235 AMCO - MND0035 Greenfold Bridge/02_Commercial/00_AFV/240235_Project_Dashboard.xlsx
240247,Shap Bridge,AMCO,1,InoSurveying,Topographical Surveys (inlc. UAV),2,2,1,240247-22001-Site_Surveys_and_Processing,Fixed Fee,Internal,Original Scope,13/06/2025,31/12/2025,0,0,240247,Surveys _&_Processing,2141.24,2141.24,2141.24,0,317.7720264,0,317.7720264,1823.467974,0.8515943908988632,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240247 AMCO - Shap Bridge 129 Barrier/02_Commercial/00_AFV/240247_Project_Dashboard.xlsx
240248,Edale Farm Access Track,AMCO,1,InoSurveying,Processing,2,1,1,P-240248 - Edale Farm Access PathSurvey Processing,Fixed Fee,Internal,Original Scope,06/08/2025,31/12/2025,0,0,240248,Processing,648.84,648.84,648.84,0,505.3884384,0,505.3884384,143.4515616,0.2210892694604036,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240248 AMCO - Edale Farm Access Track/02_Commercial/00_AFV/240248_Project_Dashboard.xlsx
240248,Edale Farm Access Track,AMCO,1,InoSurveying,Topographical Surveys (inlc. UAV),2,2,1,P-240248 - Edale Farm Access PathSurvey Site Work,Fixed Fee,Internal,Original Scope,06/08/2025,31/12/2025,0,0,240248,Survey,2301.1,2301.1,2301.1,0,1544.633829,0,1544.633829,756.466171,0.3287411112032786,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240248 AMCO - Edale Farm Access Track/02_Commercial/00_AFV/240248_Project_Dashboard.xlsx
240252,Pirbright 438 Regauging,Sonic Rail,1,InoSurveying,Miscellaneous,2,3,1,240252 - Pirbright 438 Regaugingn/a,Fixed Fee,Internal,Original Scope,22/07/2025,31/12/2025,0,0,240252,n/a,1756.4,1756.4,1756.4,0,3167.447819,0,3167.447819,-1411.047819,-0.8033749825341333,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240252 Sonic Rail - Pirbright 438 Regauging/02_Commercial/00_AFV/240252_Project_Dashboard.xlsx
240252,Pirbright 438 Regauging,Sonic Rail,1,InoSurveying,Surveying Project Management,2,0,1,240252 - Pirbright 438 RegaugingProject Meeting,Fixed Fee,Internal,Original Scope,22/07/2025,31/12/2025,0,0,240252,Survey_Management,726.52,726.52,726.52,0,60.8813497,0,60.8813497,665.6386503,0.9162014126261541,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240252 Sonic Rail - Pirbright 438 Regauging/02_Commercial/00_AFV/240252_Project_Dashboard.xlsx
240252,Pirbright 438 Regauging,Sonic Rail,1,InoSurveying,Processing,2,1,1,240252 - Pirbright 438 RegaugingSurvey Processing,Fixed Fee,Internal,Original Scope,22/07/2025,31/12/2025,0,0,240252,Processing,1283.62,1283.62,1283.62,0,1181.065873,0,1181.065873,102.5541269,0.07989446011503816,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240252 Sonic Rail - Pirbright 438 Regauging/02_Commercial/00_AFV/240252_Project_Dashboard.xlsx
240252,Pirbright 438 Regauging,Sonic Rail,1,InoSurveying,Topographical Surveys (inlc. UAV),2,2,1,240252 - Pirbright 438 RegaugingSurvey Site Work,Fixed Fee,Internal,Original Scope,22/07/2025,31/12/2025,0,0,240252,Site_Work,8532.25,8532.25,8532.25,0,3821.743509,0,3821.743509,4710.506491,0.5520825680744365,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240252 Sonic Rail - Pirbright 438 Regauging/02_Commercial/00_AFV/240252_Project_Dashboard.xlsx
240252,Pirbright 438 Regauging,Sonic Rail,1,InoSurveying,Travel,2,7,1,240252 - Pirbright 438 RegaugingSurvey Travel,Fixed Fee,Internal,Original Scope,22/07/2025,31/12/2025,0,0,240252,Travel,1000,1000,1000,0,777.8558547,0,777.8558547,222.1441453,0.2221441452515295,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240252 Sonic Rail - Pirbright 438 Regauging/02_Commercial/00_AFV/240252_Project_Dashboard.xlsx
240275,Whitefield Tunnel Bury New Road,Story,1,InoSurveying,Travel,2,7,1,240275 - Whitefield Tunnel Bury New Rd PwaySurvey Travel,Fixed Fee,Internal,Original Scope,21/08/2025,31/12/2025,0,0,240275,240275 - Whitefield Tunnel Bury New Rd PwaySurvey Travel,2517.23,2517.23,2517.23,0,270.8015323,0,270.8015323,2246.428468,0.8924208227560256,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240275 Story - Whitefield Tunnel Bury New Road/02_Commercial/00_AFV/240275_Project_Dashboard.xlsx
240275,Whitefield Tunnel Bury New Road,Story,1,InoSurveying,Processing,2,1,1,240275 - Whitefield Tunnel Bury New Rd PwaySurvey Processing,Fixed Fee,Internal,Original Scope,21/08/2025,31/12/2025,0,0,240275,240275 - Whitefield Tunnel Bury New Rd PwaySurvey Processing,3237.23,3237.23,3237.23,0,2910.483759,0,2910.483759,326.7462413,0.1009338975827186,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240275 Story - Whitefield Tunnel Bury New Road/02_Commercial/00_AFV/240275_Project_Dashboard.xlsx
240275,Whitefield Tunnel Bury New Road,Story,1,InoSurveying,Monitoring,2,4,1,240275 - Whitefield Tunnel Bury New Rd PwaySurvey Site Work,Fixed Fee,Internal,Original Scope,21/08/2025,31/12/2025,0,0,240275,240275 - Whitefield Tunnel Bury New Rd PwaySurvey Site Work,3237.23,3237.23,3237.23,0,1890.970825,0,1890.970825,1346.259175,0.41586763229903295,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240275 Story - Whitefield Tunnel Bury New Road/02_Commercial/00_AFV/240275_Project_Dashboard.xlsx
